Date,Cell,Wave_No,Linescan,Condition,Inc_time_min,Animal,Animal_No,filename,Cyto_tau,Cyto_T50,Cyto_DFF0,Cyto_Wave_Speed,Freq_waves_Hz,Cyto_Notes,Blank_SR_col,SR_tau,SR_T50,SR_DFF0,SR_Baseline,SR_Notes,Experiment,For_Analysis,Treatment
2020-01-29,A,W2,LS8,cAMP,7,CPVT-WT,7690,20200129 P2 CS2 Cell A0008.oib,95.793,50.312,3.881,128.0622,0.225,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W3,LS8,cAMP,7,CPVT-WT,7690,20200129 P2 CS2 Cell A0008.oib,99.848,58.091,3.893,142.9084,0.225,NA,NA,NA,NA,NA,NA,NA,P2 CS2,TRUE,cAMP
2020-01-29,A,W1,LS1,Control,0,CPVT-WT,7690,20200129 P4 CS1 Cell A0001.oib,101.836,48.624,3.372,126.2856,0.15,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W1,LS2,Control,0,CPVT-WT,7690,20200129 P4 CS1 Cell A0002.oib,104.877,47.318,3.324,116.2708,0.1,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W2,LS2,Control,0,CPVT-WT,7690,20200129 P4 CS1 Cell A0002.oib,107.653,48.524,3.497,120.993,0.1,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W1,LS4,cAMP,3,CPVT-WT,7690,20200129 P4 CS1 Cell A0004.oib,106.338,50.935,3.437,127.6809,0.2,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W2,LS4,cAMP,3,CPVT-WT,7690,20200129 P4 CS1 Cell A0004.oib,93.647,42.983,3.255,127.3474,0.2,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W1,LS5,cAMP,3,CPVT-WT,7690,20200129 P4 CS1 Cell A0005.oib,89.95,41.391,3.318,119.4942,0.2,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W2,LS5,cAMP,3,CPVT-WT,7690,20200129 P4 CS1 Cell A0005.oib,87.105,41.036,3.262,115.6828,0.2,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W1,LS6,cAMP,5,CPVT-WT,7690,20200129 P4 CS1 Cell A0006.oib,84.157,39.308,3.348,123.8535,0.2,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W2,LS6,cAMP,5,CPVT-WT,7690,20200129 P4 CS1 Cell A0006.oib,83.206,38.18,3.365,121.9184,0.2,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W1,LS7,cAMP,5,CPVT-WT,7690,20200129 P4 CS1 Cell A0007.oib,84.673,39.198,3.446,131.0636,0.2,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W2,LS7,cAMP,5,CPVT-WT,7690,20200129 P4 CS1 Cell A0007.oib,79.075,37.095,3.338,122.3596,0.2,NA,NA,NA,NA,NA,NA,NA,P4 CS1,TRUE,cAMP
2020-01-29,A,W1,LS1,Control,0,CPVT-WT,7690,20200129 P3 CS1 Cell A0001.oib,99.587,46,2.49,101.0111,0.05,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-29,A,W1,LS4,cAMP,3,CPVT-WT,7690,20200129 P3 CS1 Cell A0004.oib,99.063,46.979,2.714,121.3895,0.1,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-29,A,W1,LS5,cAMP,3,CPVT-WT,7690,20200129 P3 CS1 Cell A0005.oib,90.315,40.044,2.362,87.5183,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-29,A,W2,LS5,cAMP,3,CPVT-WT,7690,20200129 P3 CS1 Cell A0005.oib,87.368,42.153,2.603,111.3735,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-29,A,W1,LS6,cAMP,5,CPVT-WT,7690,20200129 P3 CS1 Cell A0006.oib,86.042,42.183,3.079,134.7455,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-29,A,W2,LS6,cAMP,5,CPVT-WT,7690,20200129 P3 CS1 Cell A0006.oib,77.617,39.176,2.66,113.1772,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-29,A,W1,LS7,cAMP,5,CPVT-WT,7690,20200129 P3 CS1 Cell A0007.oib,83.552,37.645,2.652,103.4028,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-29,A,W2,LS7,cAMP,5,CPVT-WT,7690,20200129 P3 CS1 Cell A0007.oib,89.42,42.135,2.808,107.4644,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-29,A,W1,LS1,Control,0,CPVT-WT,7690,20200129 P6 CS2 Cell A0001.oib,108.113,51.327,2.21,97.0022,0.15,NA,NA,NA,NA,NA,NA,NA,P6 CS2,TRUE,Vehicle
2020-01-29,A,W2,LS1,Control,0,CPVT-WT,7690,20200129 P6 CS2 Cell A0001.oib,88.956,42.063,2.21,110.4798,0.15,NA,NA,NA,NA,NA,NA,NA,P6 CS2,TRUE,Vehicle
2020-01-29,A,W1,LS2,Control,0,CPVT-WT,7690,20200129 P6 CS2 Cell A0002.oib,103.716,49.144,2.319,103.016,0.15,NA,NA,NA,NA,NA,NA,NA,P6 CS2,TRUE,Vehicle
2020-01-29,A,W1,LS4,Vehicle,3,CPVT-WT,7690,20200129 P6 CS2 Cell A0004.oib,101.347,45.689,2.21,108.509,0.1,NA,NA,NA,NA,NA,NA,NA,P6 CS2,TRUE,Vehicle
2020-01-29,A,W1,LS5,Vehicle,3,CPVT-WT,7690,20200129 P6 CS2 Cell A0005.oib,106.67,47.711,2.446,140.7722,0.1,NA,NA,NA,NA,NA,NA,NA,P6 CS2,TRUE,Vehicle
2020-01-29,A,W1,LS6,Vehicle,5,CPVT-WT,7690,20200129 P6 CS2 Cell A0006.oib,110.669,50.924,2.152,101.6068,0.1,NA,NA,NA,NA,NA,NA,NA,P6 CS2,TRUE,Vehicle
2020-01-29,A,W1,LS7,Vehicle,5,CPVT-WT,7690,20200129 P6 CS2 Cell A0007.oib,102.079,47.431,2.203,99.6672,0.05,miniwaves,NA,NA,NA,NA,NA,NA,P6 CS2,TRUE,Vehicle
2020-01-29,A,W1,LS8,Vehicle,7,CPVT-WT,7690,20200129 P6 CS2 Cell A0008.oib,96.873,42.285,2.035,109.6129,0.1,NA,NA,NA,NA,NA,NA,NA,P6 CS2,TRUE,Vehicle
2020-01-29,A,W2,LS8,Vehicle,7,CPVT-WT,7690,20200129 P6 CS2 Cell A0008.oib,89.1,44.53,1.897,99.6237,0.1,NA,NA,NA,NA,NA,NA,NA,P6 CS2,TRUE,Vehicle
2020-01-29,A,W1,LS9,Vehicle,7,CPVT-WT,7690,20200129 P6 CS2 Cell A0009.oib,100.223,47.39,1.659,84.1313,0.05,NA,NA,NA,NA,NA,NA,NA,P6 CS2,TRUE,Vehicle
2020-01-30,A,W1,LS1,Control,0,CPVT-HET,7689,20200130 P1 CS1 Cell A0001.oib,99.817,45.411,2.092,76.6221,0.15,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W2,LS1,Control,0,CPVT-HET,7689,20200130 P1 CS1 Cell A0001.oib,85.617,42.147,2.429,97.857,0.15,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W1,LS2,Control,0,CPVT-HET,7689,20200130 P1 CS1 Cell A0002.oib,90.981,44.056,2.461,93.3309,0.1,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W2,LS2,Control,0,CPVT-HET,7689,20200130 P1 CS1 Cell A0002.oib,87.981,41.362,2.551,92.2688,0.1,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W1,LS4,cAMP,3,CPVT-HET,7689,20200130 P1 CS1 Cell A0004.oib,84.324,40.759,2.404,92.764,0.15,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W1,LS5,cAMP,3,CPVT-HET,7689,20200130 P1 CS1 Cell A0005.oib,81.836,39.952,2.374,96.0334,0.25,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W2,LS5,cAMP,3,CPVT-HET,7689,20200130 P1 CS1 Cell A0005.oib,79.344,39.199,2.548,95.176,0.25,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W1,LS6,cAMP,5,CPVT-HET,7689,20200130 P1 CS1 Cell A0006.oib,78.19,37.874,2.652,101.1254,0.3,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W2,LS6,cAMP,5,CPVT-HET,7689,20200130 P1 CS1 Cell A0006.oib,82.472,38.741,2.645,101.2738,0.3,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W1,LS7,cAMP,5,CPVT-HET,7689,20200130 P1 CS1 Cell A0007.oib,75.262,36.378,2.862,110.4697,0.25,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W2,LS7,cAMP,5,CPVT-HET,7689,20200130 P1 CS1 Cell A0007.oib,78.716,37.422,2.649,97.872,0.25,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W1,LS8,cAMP,7,CPVT-HET,7689,20200130 P1 CS1 Cell A0008.oib,74.555,36.555,2.185,93.472,0.25,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W2,LS8,cAMP,7,CPVT-HET,7689,20200130 P1 CS1 Cell A0008.oib,77.202,38.002,2.411,107.4386,0.25,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W1,LS9,cAMP,7,CPVT-HET,7689,20200130 P1 CS1 Cell A0009.oib,77.341,39.401,2.327,102.6741,0.25,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W2,LS9,cAMP,7,CPVT-HET,7689,20200130 P1 CS1 Cell A0009.oib,76.557,36.921,2.568,93.3863,0.25,NA,NA,NA,NA,NA,NA,NA,P1 CS1,TRUE,cAMP
2020-01-30,A,W1,LS1,Control,0,CPVT-HET,7689,20200130 P2 CS1 Cell A0001.oib,102.137,47.121,2.083,86.0703,0.15,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W1,LS2,Control,0,CPVT-HET,7689,20200130 P2 CS1 Cell A0002.oib,99.894,48.055,1.86,84.8681,0.15,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W1,LS4,Fab,3,CPVT-HET,7689,20200130 P2 CS1 Cell A0004.oib,60.649,23.134,0.92,196.9097,3.25,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W2,LS4,Fab,3,CPVT-HET,7689,20200130 P2 CS1 Cell A0004.oib,49.88,22.789,0.864,218.1764,3.25,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W3,LS4,Fab,3,CPVT-HET,7689,20200130 P2 CS1 Cell A0004.oib,60.844,26.437,1.095,426.5854,3.25,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W1,LS5,Fab,5,CPVT-HET,7689,20200130 P2 CS1 Cell A0005.oib,49.518,22.735,0.903,155.7008,3.3,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W2,LS5,Fab,5,CPVT-HET,7689,20200130 P2 CS1 Cell A0005.oib,65.384,26.588,1.001,197.0815,3.3,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W3,LS5,Fab,5,CPVT-HET,7689,20200130 P2 CS1 Cell A0005.oib,51.285,22.48,0.644,151.5542,3.3,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W1,LS6,Fab,7,CPVT-HET,7689,20200130 P2 CS1 Cell A0006.oib,54.995,25.476,1.04,115.1333,2.85,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W2,LS6,Fab,7,CPVT-HET,7689,20200130 P2 CS1 Cell A0006.oib,55.997,27.089,1.012,124.8186,2.85,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W3,LS6,Fab,7,CPVT-HET,7689,20200130 P2 CS1 Cell A0006.oib,74.587,30.754,1.281,127.0315,2.85,NA,NA,NA,NA,NA,NA,NA,P2 CS1,TRUE,Fab
2020-01-30,A,W1,LS1,Control,0,CPVT-HET,7689,20200130 P2 CS3 Cell A0001.oib,124.255,57.759,2.619,109.5126,0.1,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W1,LS2,Control,0,CPVT-HET,7689,20200130 P2 CS3 Cell A0002.oib,118.198,55.454,2.514,108.2383,0.1,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W2,LS2,Control,0,CPVT-HET,7689,20200130 P2 CS3 Cell A0002.oib,120.94,54.823,2.718,106.1033,0.1,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W1,LS4,Fab,3,CPVT-HET,7689,20200130 P2 CS3 Cell A0004.oib,89.464,36.585,0.987,110.327,2.5,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W2,LS4,Fab,3,CPVT-HET,7689,20200130 P2 CS3 Cell A0004.oib,73.668,36.833,1.153,112.6018,2.5,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W3,LS4,Fab,3,CPVT-HET,7689,20200130 P2 CS3 Cell A0004.oib,81.542,39.401,0.87,140.9951,2.5,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W1,LS5,Fab,5,CPVT-HET,7689,20200130 P2 CS3 Cell A0005.oib,67.522,35.363,1.058,130.7535,2.35,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W2,LS5,Fab,5,CPVT-HET,7689,20200130 P2 CS3 Cell A0005.oib,71.849,36.102,1.086,130.7249,2.35,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W3,LS5,Fab,5,CPVT-HET,7689,20200130 P2 CS3 Cell A0005.oib,67.354,33.429,1.266,114.6044,2.35,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W1,LS6,Fab,7,CPVT-HET,7689,20200130 P2 CS3 Cell A0006.oib,73.807,35.24,1.094,97.628,1.85,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W2,LS6,Fab,7,CPVT-HET,7689,20200130 P2 CS3 Cell A0006.oib,67.099,36.103,1.273,110.2713,1.85,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W3,LS6,Fab,7,CPVT-HET,7689,20200130 P2 CS3 Cell A0006.oib,74.831,36.063,1.443,97.0536,1.85,NA,NA,NA,NA,NA,NA,NA,P2 CS3,TRUE,Fab
2020-01-30,A,W1,LS1,Control,0,CPVT-HET,7689,20200130 P2 CS4 Cell A0001.oib,131.688,61.713,2.509,111.3443,0.1,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W2,LS1,Control,0,CPVT-HET,7689,20200130 P2 CS4 Cell A0001.oib,124.762,57.84,2.23,96.3125,0.1,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W1,LS2,Control,0,CPVT-HET,7689,20200130 P2 CS4 Cell A0002.oib,123.065,59.86,2.469,111.8714,0.1,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W1,LS4,cAMP,3,CPVT-HET,7689,20200130 P2 CS4 Cell A0004.oib,94.396,47.303,2.777,126.0661,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W2,LS4,cAMP,3,CPVT-HET,7689,20200130 P2 CS4 Cell A0004.oib,97.627,49.042,2.661,122.3549,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W1,LS5,cAMP,3,CPVT-HET,7689,20200130 P2 CS4 Cell A0005.oib,94.594,47.869,2.863,125.5758,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W2,LS5,cAMP,3,CPVT-HET,7689,20200130 P2 CS4 Cell A0005.oib,94.17,46.836,2.848,111.7509,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W1,LS6,cAMP,5,CPVT-HET,7689,20200130 P2 CS4 Cell A0006.oib,102.434,49.319,2.162,126.8529,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W2,LS6,cAMP,5,CPVT-HET,7689,20200130 P2 CS4 Cell A0006.oib,96.951,47.756,2.728,124.8204,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W1,LS7,cAMP,5,CPVT-HET,7689,20200130 P2 CS4 Cell A0007.oib,97.487,50.401,2.848,128.0227,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W2,LS7,cAMP,5,CPVT-HET,7689,20200130 P2 CS4 Cell A0007.oib,99.413,47.984,2.955,122.1823,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W1,LS8,cAMP,7,CPVT-HET,7689,20200130 P2 CS4 Cell A0008.oib,99.725,47.649,2.758,109.8837,0.15,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W2,LS8,cAMP,7,CPVT-HET,7689,20200130 P2 CS4 Cell A0008.oib,97.964,46.632,2.793,111.9672,0.15,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W1,LS9,cAMP,7,CPVT-HET,7689,20200130 P2 CS4 Cell A0009.oib,96.585,47.962,2.734,114.9555,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W2,LS9,cAMP,7,CPVT-HET,7689,20200130 P2 CS4 Cell A0009.oib,99.065,48.918,2.753,116.9412,0.2,NA,NA,NA,NA,NA,NA,NA,P2 CS4,TRUE,cAMP
2020-01-30,A,W1,LS1,Control,0,CPVT-HET,7689,20200130 P3 CS3 Cell A0001.oib,137.266,64.981,1.71,80.0165,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W1,LS2,Control,0,CPVT-HET,7689,20200130 P3 CS3 Cell A0002.oib,161.656,72.543,1.749,85.8408,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W1,LS5,cAMP,3,CPVT-HET,7689,20200130 P3 CS3 Cell A0005.oib,88.322,44.264,2.333,101.6721,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W2,LS5,cAMP,3,CPVT-HET,7689,20200130 P3 CS3 Cell A0005.oib,110.331,51.584,2.769,101.6026,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W1,LS6,cAMP,3,CPVT-HET,7689,20200130 P3 CS3 Cell A0006.oib,100.626,47.174,2.918,98.6192,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W2,LS6,cAMP,3,CPVT-HET,7689,20200130 P3 CS3 Cell A0006.oib,92.201,46.457,2.703,99.426,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W1,LS7,cAMP,5,CPVT-HET,7689,20200130 P3 CS3 Cell A0007.oib,93.046,44.589,2.599,96.4858,0.3,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W2,LS7,cAMP,5,CPVT-HET,7689,20200130 P3 CS3 Cell A0007.oib,95.808,46.933,2.696,100.1475,0.3,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W1,LS8,cAMP,5,CPVT-HET,7689,20200130 P3 CS3 Cell A0008.oib,98.356,49.691,2.882,105.3303,0.25,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W2,LS8,cAMP,5,CPVT-HET,7689,20200130 P3 CS3 Cell A0008.oib,96.01,48.472,2.738,109.0756,0.25,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W1,LS9,cAMP,7,CPVT-HET,7689,20200130 P3 CS3 Cell A0009.oib,94.491,48.39,2.615,115.2948,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W2,LS9,cAMP,7,CPVT-HET,7689,20200130 P3 CS3 Cell A0009.oib,101.045,49.139,2.558,96.8672,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W1,LS10,cAMP,7,CPVT-HET,7689,20200130 P3 CS3 Cell A0010.oib,104.997,51.959,2.571,98.7495,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W2,LS10,cAMP,7,CPVT-HET,7689,20200130 P3 CS3 Cell A0010.oib,100.507,48.281,2.758,101.9286,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS3,TRUE,cAMP
2020-01-30,A,W1,LS1,Control,0,CPVT-HET,7689,20200130 P3 CS2 Cell A0001.oib,186.532,74.106,2.058,102.5455,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W1,LS2,Control,0,CPVT-HET,7689,20200130 P3 CS2 Cell A0002.oib,166.351,63.795,1.971,102.7824,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W1,LS4,Fab,3,CPVT-HET,7689,20200130 P3 CS2 Cell A0004.oib,68.552,29.999,1.093,119.5396,3.05,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W2,LS4,Fab,3,CPVT-HET,7689,20200130 P3 CS2 Cell A0004.oib,79.866,33.73,0.864,126.1012,3.05,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W3,LS4,Fab,3,CPVT-HET,7689,20200130 P3 CS2 Cell A0004.oib,77.306,33.944,1.252,138.4567,3.05,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W1,LS5,Fab,5,CPVT-HET,7689,20200130 P3 CS2 Cell A0005.oib,76.744,31.485,1.197,198.2292,3.15,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W2,LS5,Fab,5,CPVT-HET,7689,20200130 P3 CS2 Cell A0005.oib,68.835,29.502,1.086,158.6082,3.15,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W3,LS5,Fab,5,CPVT-HET,7689,20200130 P3 CS2 Cell A0005.oib,94.917,33.21,1.093,117.5203,3.15,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W1,LS6,Fab,7,CPVT-HET,7689,20200130 P3 CS2 Cell A0006.oib,98.073,39.919,0.914,143.2559,3.1,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W2,LS6,Fab,7,CPVT-HET,7689,20200130 P3 CS2 Cell A0006.oib,82.912,37.678,0.934,155.6503,3.1,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W3,LS6,Fab,7,CPVT-HET,7689,20200130 P3 CS2 Cell A0006.oib,79.97,36.642,0.89,136.7982,3.1,NA,NA,NA,NA,NA,NA,NA,P3 CS2,TRUE,Fab
2020-01-30,A,W1,LS1,Control,0,CPVT-HET,7689,20200130 P3 CS1 Cell A0001.oib,151.364,63.598,1.668,101.8177,0.15,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W1,LS2,Control,0,CPVT-HET,7689,20200130 P3 CS1 Cell A0002.oib,162.439,69.132,1.66,99.2939,0.1,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W2,LS2,Control,0,CPVT-HET,7689,20200130 P3 CS1 Cell A0002.oib,146.73,62.012,1.847,94.4323,0.1,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W1,LS4,cAMP,3,CPVT-HET,7689,20200130 P3 CS1 Cell A0004.oib,112.147,51.297,2.185,92.7633,0.25,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W2,LS4,cAMP,3,CPVT-HET,7689,20200130 P3 CS1 Cell A0004.oib,106.65,50.652,2.456,108.7829,0.25,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W1,LS5,cAMP,3,CPVT-HET,7689,20200130 P3 CS1 Cell A0005.oib,113.739,51.731,1.711,103.9408,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W2,LS5,cAMP,3,CPVT-HET,7689,20200130 P3 CS1 Cell A0005.oib,113.028,49.986,1.995,125.8054,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W1,LS6,cAMP,5,CPVT-HET,7689,20200130 P3 CS1 Cell A0006.oib,111.722,49.098,2.174,111.5975,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W2,LS6,cAMP,5,CPVT-HET,7689,20200130 P3 CS1 Cell A0006.oib,111.529,49.582,2.28,116.8769,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W1,LS7,cAMP,5,CPVT-HET,7689,20200130 P3 CS1 Cell A0007.oib,103.971,48.721,2.537,119.3907,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W2,LS7,cAMP,5,CPVT-HET,7689,20200130 P3 CS1 Cell A0007.oib,113.682,50.024,2.228,112.2638,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W1,LS8,cAMP,7,CPVT-HET,7689,20200130 P3 CS1 Cell A0008.oib,114.496,53.234,1.891,108.3982,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
2020-01-30,A,W2,LS8,cAMP,7,CPVT-HET,7689,20200130 P3 CS1 Cell A0008.oib,125.974,54.561,2.192,118.9366,0.2,NA,NA,NA,NA,NA,NA,NA,P3 CS1,TRUE,cAMP
